Order ID,Order Date,Ship Date,Customer ID,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
Kw-5300-51684,2024-02-13,2024-02-14,Xt-75203,Corporate,Central,Furniture,Chairs,Ergonomic Chair X1,57.52,5,0.1,7.84
XM-0224-27337,2024-10-29,2024-10-30,tS-05041,Corporate,South,Technology,Laptops,Dell Inspiron 15,985.4,10,0.3,-138.42
St-0492-38400,2024-01-11,2024-01-14,ex-56607,Consumer,East,Office Supplies,Paper,Colored Printer Paper,695.82,7,0.3,-38.87
yr-2187-88715,2023-09-25,2023-09-30,uF-65068,Consumer,West,Technology,Laptops,HP Pavilion x360,517.04,3,0.1,72.3
SA-3419-22970,2024-11-27,2024-12-01,bG-49339,Home Office,South,Technology,Laptops,Dell Inspiron 15,921.43,3,0.1,112.86
uJ-0788-18480,2024-01-30,2024-02-03,yJ-32140,Corporate,West,Furniture,Bookcases,Glass Bookcase,892.87,5,0.1,89.46
jw-8781-54005,2023-10-18,2023-10-23,cj-72755,Home Office,Central,Furniture,Bookcases,Wooden Bookcase,401.14,2,0.3,-34.9
sv-7403-40570,2024-06-02,2024-06-04,JU-38564,Corporate,West,Technology,Laptops,Dell Inspiron 15,583.97,1,0.3,-41.87
UV-7645-20101,2024-04-27,2024-04-30,tK-89442,Consumer,East,Technology,Laptops,Dell Inspiron 15,961.06,7,0.1,104.75
NA-3772-73721,2023-08-27,2023-09-01,lk-94359,Home Office,Central,Furniture,Tables,Meeting Table A2,198.93,4,0.0,43.14
xz-4440-30948,2023-11-15,2023-11-18,vq-86989,Corporate,East,Technology,Accessories,Logitech Mouse M325,994.02,6,0.1,94.25
ho-6187-30197,2023-08-11,2023-08-16,BM-01634,Consumer,East,Furniture,Tables,Meeting Table A2,804.72,6,0.1,72.9
ze-2841-53054,2025-01-06,2025-01-08,zp-59465,Consumer,East,Technology,Laptops,HP Pavilion x360,226.66,9,0.0,46.92
Re-2831-86645,2024-02-22,2024-02-24,pG-53867,Home Office,South,Furniture,Tables,Adjustable Table B1,613.45,3,0.0,121.23
zF-2057-29242,2024-08-13,2024-08-15,EI-57569,Corporate,Central,Furniture,Chairs,Ergonomic Chair X1,286.35,5,0.3,-22.97
eK-6970-62324,2024-06-20,2024-06-24,by-10903,Corporate,South,Office Supplies,Pens,Ballpoint Pen,643.39,1,0.0,126.41
BF-2295-82348,2024-11-02,2024-11-07,Gj-28897,Consumer,West,Furniture,Tables,Adjustable Table B1,736.27,3,0.1,105.01
Xz-4356-29934,2024-05-03,2024-05-05,wk-63815,Corporate,West,Furniture,Bookcases,Glass Bookcase,277.02,7,0.3,-26.41
xE-7931-40027,2024-07-28,2024-08-02,rH-93088,Corporate,Central,Office Supplies,Paper,A4 Copier Paper,25.11,5,0.1,1.3
fs-0956-62561,2023-11-21,2023-11-25,uL-03327,Corporate,South,Office Supplies,Paper,A4 Copier Paper,164.47,9,0.2,6.37
my-2783-85761,2023-08-04,2023-08-09,cs-41776,Consumer,South,Furniture,Bookcases,Glass Bookcase,716.66,1,0.0,153.57
Hy-7469-79105,2024-12-29,2025-01-02,cU-46377,Corporate,Central,Furniture,Tables,Adjustable Table B1,701.6,10,0.1,62.88
Sg-6325-06237,2024-12-29,2025-01-01,WN-45187,Consumer,South,Technology,Laptops,HP Pavilion x360,854.42,9,0.3,-71.36
bO-1188-80046,2024-03-25,2024-03-27,ih-93338,Home Office,West,Technology,Laptops,HP Pavilion x360,610.77,5,0.2,-7.6
Vy-1552-06183,2025-03-11,2025-03-14,WV-43559,Corporate,South,Technology,Accessories,Wireless Keyboard K120,396.35,2,0.2,-3.62
oz-0345-89938,2024-06-14,2024-06-19,lw-68056,Corporate,West,Technology,Phones,Apple iPhone SE 2022,911.85,8,0.3,-73.16
hM-0330-67895,2024-11-28,2024-11-29,IW-48475,Consumer,South,Office Supplies,Pens,Gel Ink Pen,323.89,4,0.3,-22.5
dM-5235-51315,2024-09-04,2024-09-09,HN-92909,Consumer,South,Furniture,Tables,Meeting Table A2,381.57,10,0.1,26.79
na-9090-93567,2024-05-20,2024-05-25,UD-61009,Home Office,East,Furniture,Chairs,Executive Chair Z3,180.25,8,0.2,-6.54
RV-8803-67422,2024-05-14,2024-05-15,pz-53584,Corporate,Central,Technology,Laptops,Dell Inspiron 15,727.12,9,0.0,177.54
mS-6084-48953,2025-05-19,2025-05-23,iU-65800,Home Office,West,Office Supplies,Pens,Ballpoint Pen,797.22,4,0.2,-6.44
Aq-4319-12969,2025-01-31,2025-02-04,Ab-41415,Corporate,East,Technology,Accessories,Wireless Keyboard K120,195.0,3,0.2,4.95
hA-0306-98397,2025-06-09,2025-06-13,rE-45542,Corporate,South,Technology,Laptops,Dell Inspiron 15,954.86,4,0.1,129.06
UU-1149-17157,2023-12-10,2023-12-15,jF-60052,Corporate,East,Technology,Phones,Samsung Galaxy A53,80.34,1,0.1,10.72
Io-6313-89670,2023-06-26,2023-06-27,OR-24473,Home Office,West,Technology,Phones,Samsung Galaxy A53,292.52,6,0.2,-8.17
Qt-0325-60767,2024-03-10,2024-03-12,NW-73363,Consumer,South,Office Supplies,Binders,3-Ring Binder,735.53,8,0.1,86.1
os-2271-26047,2025-01-24,2025-01-29,GU-75774,Consumer,Central,Technology,Laptops,HP Pavilion x360,234.69,1,0.0,41.62
mH-3366-30838,2024-05-15,2024-05-17,ED-49536,Corporate,South,Office Supplies,Pens,Gel Ink Pen,206.15,10,0.3,-11.5
Vx-0025-54180,2025-01-29,2025-01-30,En-84012,Consumer,South,Technology,Laptops,Dell Inspiron 15,949.5,9,0.0,179.26
cA-3851-21011,2023-10-04,2023-10-08,SX-61098,Consumer,South,Technology,Phones,Samsung Galaxy A53,711.87,3,0.1,84.74
wt-2296-82390,2025-04-17,2025-04-19,UL-88345,Consumer,Central,Office Supplies,Binders,3-Ring Binder,875.92,10,0.1,103.92
xB-9432-22163,2023-07-24,2023-07-25,xb-50764,Consumer,South,Furniture,Tables,Adjustable Table B1,801.17,2,0.0,177.52
Gy-0950-44829,2024-03-24,2024-03-26,WD-78582,Home Office,Central,Technology,Laptops,HP Pavilion x360,982.78,5,0.2,-25.88
YV-3665-15790,2024-12-15,2024-12-20,IW-54348,Corporate,Central,Technology,Laptops,Dell Inspiron 15,846.69,7,0.2,1.03
gn-8228-03328,2024-03-15,2024-03-16,CZ-14640,Home Office,South,Furniture,Tables,Meeting Table A2,958.0,1,0.0,219.25
jv-4280-54455,2024-02-03,2024-02-05,Kz-81515,Corporate,Central,Office Supplies,Binders,3-Ring Binder,948.52,8,0.2,0.41
OE-4709-40139,2023-07-17,2023-07-21,dq-23491,Corporate,South,Furniture,Chairs,Ergonomic Chair X1,884.52,2,0.3,-56.36
wj-0171-22431,2024-04-21,2024-04-23,By-74922,Home Office,South,Furniture,Tables,Meeting Table A2,990.78,4,0.3,-78.72
iS-5298-84371,2024-07-03,2024-07-07,Wx-01793,Home Office,Central,Furniture,Tables,Adjustable Table B1,106.8,2,0.3,-12.04
da-2551-47127,2024-09-01,2024-09-02,Pg-88542,Consumer,West,Office Supplies,Paper,Colored Printer Paper,387.36,7,0.0,63.41
uO-9256-87338,2024-07-25,2024-07-29,oH-57255,Home Office,East,Technology,Accessories,Logitech Mouse M325,164.78,2,0.1,22.82
sx-5248-58874,2024-05-04,2024-05-07,tH-96322,Corporate,East,Office Supplies,Pens,Ballpoint Pen,366.3,2,0.2,-3.83
Ra-7913-75458,2025-02-02,2025-02-04,qF-35536,Home Office,East,Office Supplies,Pens,Ballpoint Pen,32.36,8,0.3,-1.99
qp-4953-56313,2025-01-31,2025-02-04,bp-00366,Corporate,East,Technology,Laptops,Dell Inspiron 15,922.24,1,0.3,-80.7
xj-4771-94696,2024-07-07,2024-07-10,sA-15122,Home Office,South,Technology,Accessories,Logitech Mouse M325,234.66,8,0.0,45.88
TZ-6258-55306,2024-11-18,2024-11-20,FF-27197,Corporate,East,Furniture,Bookcases,Glass Bookcase,828.72,9,0.3,-46.39
rj-1667-72200,2023-12-01,2023-12-04,qN-95349,Home Office,Central,Technology,Laptops,HP Pavilion x360,889.3,4,0.2,24.05
Jp-5240-05761,2025-06-01,2025-06-03,Ow-53463,Home Office,South,Furniture,Chairs,Ergonomic Chair X1,255.1,9,0.1,13.35
UV-6729-72939,2024-10-06,2024-10-10,Xm-43063,Corporate,East,Furniture,Chairs,Ergonomic Chair X1,506.95,10,0.1,67.46
YP-3909-99543,2023-08-27,2023-08-31,VV-77561,Consumer,West,Furniture,Tables,Adjustable Table B1,905.21,7,0.0,165.22
XS-2867-33120,2025-02-15,2025-02-20,hG-91587,Home Office,South,Furniture,Bookcases,Wooden Bookcase,42.08,7,0.1,4.99
fM-3309-25651,2024-11-09,2024-11-12,zX-09405,Consumer,Central,Furniture,Tables,Adjustable Table B1,273.96,8,0.2,-7.81
en-9084-35320,2025-03-12,2025-03-17,UX-01800,Home Office,Central,Technology,Phones,Apple iPhone SE 2022,844.24,2,0.0,210.15
ix-7788-79769,2024-07-18,2024-07-23,kw-21167,Consumer,East,Furniture,Chairs,Ergonomic Chair X1,565.79,4,0.1,55.46
Ul-5827-02351,2025-04-05,2025-04-08,KE-67894,Home Office,East,Office Supplies,Paper,Colored Printer Paper,328.86,1,0.3,-36.23
DC-0298-85828,2025-04-20,2025-04-22,eE-04692,Corporate,East,Office Supplies,Pens,Gel Ink Pen,656.89,9,0.0,110.02
kY-6984-28856,2024-04-03,2024-04-05,tb-23606,Corporate,Central,Furniture,Chairs,Ergonomic Chair X1,127.02,4,0.1,14.29
hj-0312-11538,2024-04-05,2024-04-06,DI-76671,Consumer,South,Office Supplies,Binders,Heavy-Duty Binder,348.74,7,0.0,74.05
aj-7210-23800,2025-04-26,2025-04-27,ap-23334,Consumer,West,Office Supplies,Pens,Ballpoint Pen,862.36,8,0.3,-105.52
Lx-6168-54268,2024-03-01,2024-03-05,fU-99992,Consumer,South,Office Supplies,Paper,Colored Printer Paper,883.59,4,0.2,-15.35
HH-7434-59345,2023-10-12,2023-10-13,kb-09395,Consumer,South,Office Supplies,Paper,Colored Printer Paper,962.64,2,0.1,109.01
KB-2508-62520,2024-09-13,2024-09-17,HM-54239,Home Office,South,Office Supplies,Pens,Gel Ink Pen,577.82,7,0.0,98.88
UU-3291-90769,2024-12-28,2024-12-30,tJ-50825,Consumer,South,Office Supplies,Pens,Ballpoint Pen,799.39,3,0.0,138.17
tG-0876-26072,2024-11-27,2024-11-28,ij-18500,Home Office,Central,Office Supplies,Pens,Ballpoint Pen,110.84,2,0.1,9.98
im-9183-17079,2024-06-15,2024-06-18,vg-37982,Corporate,South,Technology,Accessories,Logitech Mouse M325,523.67,2,0.0,94.79
Iv-3312-88415,2024-11-01,2024-11-06,xc-77516,Corporate,East,Office Supplies,Pens,Ballpoint Pen,764.51,5,0.3,-89.71
ob-0284-31610,2024-06-18,2024-06-22,Uf-06479,Corporate,South,Furniture,Bookcases,Wooden Bookcase,256.36,7,0.2,-0.94
pr-1909-76980,2024-01-16,2024-01-19,Nf-80355,Consumer,West,Office Supplies,Binders,3-Ring Binder,188.33,6,0.1,18.14
ca-2056-88559,2024-02-11,2024-02-14,CS-61553,Home Office,Central,Technology,Accessories,Logitech Mouse M325,832.66,6,0.2,-26.87
tM-7170-76222,2023-07-05,2023-07-08,qg-47722,Consumer,East,Office Supplies,Paper,Colored Printer Paper,457.11,8,0.0,72.35
xf-9728-85542,2025-03-08,2025-03-11,AN-19564,Consumer,West,Furniture,Chairs,Executive Chair Z3,144.01,8,0.3,-14.49
mt-1900-87217,2025-05-03,2025-05-08,UV-55934,Home Office,East,Technology,Accessories,Wireless Keyboard K120,311.67,8,0.0,71.21
nT-7111-46383,2024-04-25,2024-04-27,yX-70015,Corporate,Central,Technology,Laptops,Dell Inspiron 15,655.46,9,0.0,159.1
nR-4962-63893,2024-06-22,2024-06-26,Rm-04960,Consumer,West,Office Supplies,Pens,Gel Ink Pen,493.25,10,0.2,8.53
cp-1593-27341,2024-04-11,2024-04-14,to-51532,Corporate,Central,Furniture,Chairs,Executive Chair Z3,730.69,5,0.1,85.08
Pi-4979-96130,2025-02-19,2025-02-23,QS-14828,Home Office,South,Technology,Phones,Apple iPhone SE 2022,242.62,3,0.0,42.1
cP-7872-56148,2024-07-24,2024-07-28,hv-65459,Home Office,South,Office Supplies,Paper,Colored Printer Paper,49.04,10,0.1,4.1
bk-4536-98771,2024-04-17,2024-04-22,ud-79258,Corporate,West,Technology,Laptops,Dell Inspiron 15,953.35,9,0.2,-7.62
HH-5385-36668,2024-10-28,2024-10-29,Ug-80765,Home Office,West,Technology,Laptops,HP Pavilion x360,527.6,5,0.0,118.31
Fh-9481-79995,2024-07-08,2024-07-11,Vo-35166,Consumer,South,Technology,Phones,Samsung Galaxy A53,561.89,2,0.3,-30.11
kq-3951-43414,2023-09-02,2023-09-03,GW-31604,Home Office,South,Technology,Accessories,Wireless Keyboard K120,717.48,4,0.2,-35.55
pO-4538-79139,2023-09-13,2023-09-18,LE-42596,Consumer,West,Technology,Laptops,Dell Inspiron 15,279.79,5,0.3,-33.89
Rz-1321-65241,2023-09-11,2023-09-15,ee-02583,Consumer,West,Furniture,Tables,Adjustable Table B1,317.45,2,0.2,-11.47
lS-6674-64314,2025-04-12,2025-04-15,lr-71265,Corporate,South,Furniture,Chairs,Ergonomic Chair X1,369.41,4,0.1,24.7
qB-0840-27463,2023-10-31,2023-11-05,RM-92667,Corporate,Central,Office Supplies,Binders,3-Ring Binder,25.13,2,0.2,-1.07
kJ-5845-48548,2025-01-19,2025-01-21,yf-95724,Consumer,East,Technology,Accessories,Wireless Keyboard K120,369.13,8,0.0,73.76
Zg-1472-22643,2024-04-10,2024-04-11,EM-98830,Consumer,South,Furniture,Bookcases,Wooden Bookcase,44.81,8,0.2,-1.99
WD-8761-70950,2023-07-13,2023-07-18,sB-76052,Corporate,East,Furniture,Chairs,Ergonomic Chair X1,218.9,7,0.0,49.21
Sf-7787-30299,2023-11-22,2023-11-27,lD-61022,Consumer,East,Office Supplies,Binders,Heavy-Duty Binder,321.21,9,0.1,42.63
mh-4542-82491,2025-04-26,2025-05-01,YI-70551,Corporate,Central,Office Supplies,Pens,Ballpoint Pen,631.1,2,0.0,107.67
Ub-9868-87491,2023-07-09,2023-07-10,SZ-27597,Consumer,East,Office Supplies,Pens,Gel Ink Pen,104.53,6,0.2,-2.16
zx-6961-21511,2023-06-30,2023-07-05,ID-97593,Corporate,Central,Furniture,Tables,Meeting Table A2,97.64,10,0.2,-0.48
Ho-5310-43833,2023-09-19,2023-09-20,Mu-66879,Corporate,East,Office Supplies,Paper,A4 Copier Paper,20.31,4,0.0,3.84
Ue-5206-55079,2023-06-21,2023-06-23,Ks-22423,Corporate,East,Office Supplies,Pens,Gel Ink Pen,359.43,9,0.0,85.93
sZ-3968-29099,2024-09-07,2024-09-08,da-94518,Corporate,South,Technology,Phones,Apple iPhone SE 2022,878.28,4,0.2,-0.2
YN-9969-14429,2025-02-05,2025-02-08,bF-28903,Home Office,West,Furniture,Chairs,Executive Chair Z3,746.11,8,0.3,-107.69
qj-8334-48249,2024-09-30,2024-10-05,uX-78968,Consumer,Central,Technology,Accessories,Wireless Keyboard K120,444.54,7,0.1,36.33
oN-0559-29726,2025-05-15,2025-05-19,UE-60329,Home Office,Central,Technology,Phones,Apple iPhone SE 2022,760.53,10,0.3,-100.63
fb-2453-79894,2023-12-16,2023-12-18,kY-59867,Home Office,Central,Office Supplies,Binders,3-Ring Binder,961.49,10,0.1,109.68
fp-3847-06575,2024-10-04,2024-10-08,cK-82497,Consumer,East,Technology,Laptops,Dell Inspiron 15,883.2,4,0.1,58.14
jR-0937-65427,2025-01-01,2025-01-06,ha-03472,Home Office,West,Furniture,Chairs,Ergonomic Chair X1,689.01,7,0.1,71.25
MF-3011-84367,2024-09-11,2024-09-15,TN-41626,Home Office,Central,Technology,Accessories,Logitech Mouse M325,280.72,4,0.1,20.86
fu-0838-51139,2023-07-10,2023-07-12,wk-79835,Consumer,Central,Furniture,Chairs,Executive Chair Z3,71.22,7,0.3,-7.83
dQ-0147-52843,2025-05-14,2025-05-19,Du-61134,Consumer,East,Technology,Accessories,Wireless Keyboard K120,668.33,8,0.1,95.91
wC-7919-21159,2025-03-13,2025-03-15,EP-63033,Corporate,Central,Technology,Laptops,Dell Inspiron 15,830.4,6,0.0,188.91
xi-1645-55224,2023-06-30,2023-07-05,Yu-47030,Consumer,South,Technology,Accessories,Wireless Keyboard K120,834.24,10,0.1,64.53
pw-3361-42888,2023-10-12,2023-10-15,cn-72333,Consumer,South,Technology,Laptops,HP Pavilion x360,798.67,7,0.1,48.27
Ed-2464-58532,2023-06-23,2023-06-26,yw-53054,Consumer,East,Technology,Accessories,Wireless Keyboard K120,137.1,8,0.3,-11.59
az-4401-53550,2023-12-29,2024-01-01,mH-34312,Home Office,Central,Office Supplies,Paper,A4 Copier Paper,480.01,7,0.1,66.07
Ie-1167-20782,2025-05-27,2025-05-29,tG-62331,Corporate,East,Office Supplies,Binders,3-Ring Binder,294.53,9,0.1,20.35
cz-3976-65341,2024-03-10,2024-03-11,Wt-54129,Consumer,East,Office Supplies,Paper,A4 Copier Paper,528.76,10,0.3,-59.5
HR-3814-20461,2024-06-06,2024-06-07,uA-97418,Corporate,East,Technology,Phones,Samsung Galaxy A53,49.1,3,0.2,-1.26
bU-2188-33023,2024-03-15,2024-03-16,HB-75214,Corporate,Central,Furniture,Tables,Adjustable Table B1,292.57,9,0.2,12.92
dw-9447-97760,2024-11-21,2024-11-23,Fj-94601,Home Office,South,Office Supplies,Pens,Ballpoint Pen,883.36,7,0.1,109.31
jE-5867-28395,2023-08-26,2023-08-29,Sv-79616,Corporate,East,Technology,Accessories,Logitech Mouse M325,508.47,3,0.1,56.31
lU-7121-18335,2023-08-26,2023-08-27,Lk-28993,Home Office,Central,Technology,Phones,Apple iPhone SE 2022,342.06,8,0.1,40.15
cn-1223-99222,2023-12-22,2023-12-24,uF-89718,Home Office,East,Technology,Accessories,Logitech Mouse M325,976.86,2,0.3,-54.59
qi-5186-05241,2025-04-14,2025-04-15,Fn-45932,Home Office,East,Technology,Accessories,Wireless Keyboard K120,338.12,1,0.0,59.71
af-9932-01958,2024-12-05,2024-12-10,iU-43650,Corporate,Central,Furniture,Chairs,Executive Chair Z3,241.34,1,0.2,6.35
WJ-7960-39764,2024-03-16,2024-03-21,zk-47730,Home Office,West,Office Supplies,Pens,Gel Ink Pen,958.25,3,0.2,14.18
KD-1748-00769,2023-07-05,2023-07-06,oM-72792,Consumer,South,Technology,Accessories,Logitech Mouse M325,292.78,1,0.1,26.93
qE-6387-06448,2025-05-23,2025-05-24,gQ-13667,Home Office,South,Furniture,Bookcases,Glass Bookcase,646.24,1,0.0,116.79
FN-2592-07589,2023-12-15,2023-12-19,sr-94055,Home Office,West,Technology,Laptops,HP Pavilion x360,478.04,1,0.3,-27.64
jT-3580-46918,2025-04-06,2025-04-11,uo-44879,Consumer,South,Furniture,Tables,Adjustable Table B1,650.67,5,0.2,-16.12
Ms-8854-34645,2023-11-16,2023-11-20,qQ-57718,Home Office,Central,Office Supplies,Paper,Colored Printer Paper,196.77,5,0.0,46.24
qD-1933-76124,2023-12-28,2023-12-29,ip-02296,Corporate,East,Technology,Laptops,HP Pavilion x360,465.99,10,0.3,-62.88
Cf-5404-53569,2025-01-03,2025-01-08,ao-28598,Consumer,East,Technology,Laptops,HP Pavilion x360,406.9,5,0.1,52.07
Uj-8340-24878,2024-11-16,2024-11-18,oV-17053,Home Office,Central,Technology,Phones,Samsung Galaxy A53,323.23,1,0.3,-39.4
SE-6815-98505,2024-10-12,2024-10-14,hu-84700,Corporate,West,Furniture,Chairs,Executive Chair Z3,120.33,10,0.2,0.47
mc-5469-81347,2025-04-29,2025-04-30,CS-98264,Home Office,East,Office Supplies,Pens,Ballpoint Pen,493.92,2,0.1,43.91
dO-4269-26523,2023-10-20,2023-10-22,CR-46035,Corporate,East,Office Supplies,Paper,A4 Copier Paper,220.72,7,0.3,-13.41
uE-9610-87462,2024-09-25,2024-09-30,Jr-88148,Corporate,East,Office Supplies,Binders,Heavy-Duty Binder,959.14,4,0.3,-123.94
ne-8938-90123,2025-03-07,2025-03-09,pX-62365,Consumer,West,Furniture,Tables,Meeting Table A2,432.54,4,0.1,49.68
jo-6539-12120,2025-05-12,2025-05-17,jS-33004,Corporate,West,Technology,Laptops,Dell Inspiron 15,97.95,2,0.2,0.02
lf-4014-42736,2024-09-29,2024-10-04,SC-63868,Consumer,West,Office Supplies,Pens,Gel Ink Pen,260.98,6,0.2,-2.67
uT-2550-23747,2023-07-05,2023-07-10,hg-35373,Corporate,West,Technology,Accessories,Logitech Mouse M325,362.18,10,0.3,-43.18
Lg-8219-09674,2024-01-23,2024-01-25,JS-21138,Consumer,East,Office Supplies,Pens,Ballpoint Pen,275.64,3,0.0,50.17
NA-7597-34493,2023-06-27,2023-07-02,fU-38141,Corporate,East,Office Supplies,Binders,Heavy-Duty Binder,298.42,5,0.1,30.17
VZ-5459-97766,2023-07-28,2023-07-31,wb-15845,Home Office,West,Furniture,Tables,Meeting Table A2,168.62,9,0.3,-10.07
bt-9719-14579,2024-06-22,2024-06-24,ng-68287,Consumer,Central,Technology,Laptops,Dell Inspiron 15,378.29,8,0.3,-35.51
oe-7378-23047,2025-02-15,2025-02-19,bF-68673,Consumer,West,Technology,Accessories,Logitech Mouse M325,982.28,3,0.1,96.83
No-4559-67623,2025-06-03,2025-06-07,Vu-73925,Consumer,South,Technology,Phones,Samsung Galaxy A53,985.03,8,0.2,15.05
AD-4341-04288,2023-07-22,2023-07-26,Xh-99763,Corporate,South,Furniture,Chairs,Executive Chair Z3,233.76,1,0.3,-32.24
ha-4850-50400,2023-09-11,2023-09-15,hB-38462,Corporate,West,Technology,Phones,Apple iPhone SE 2022,669.79,10,0.3,-35.9
fI-9410-38099,2024-03-14,2024-03-16,Ze-78039,Consumer,West,Office Supplies,Paper,Colored Printer Paper,504.92,4,0.0,106.88
NC-5867-98840,2025-05-09,2025-05-13,kO-07067,Corporate,West,Technology,Phones,Samsung Galaxy A53,880.31,8,0.2,-38.05
CC-1823-50895,2024-04-16,2024-04-21,Dq-67520,Corporate,Central,Office Supplies,Pens,Gel Ink Pen,778.97,6,0.3,-104.63
yB-6840-81907,2023-09-24,2023-09-25,AJ-09421,Consumer,South,Furniture,Chairs,Ergonomic Chair X1,907.22,2,0.1,127.4
JF-4554-24570,2024-01-19,2024-01-21,DX-70715,Consumer,East,Office Supplies,Binders,3-Ring Binder,527.2,2,0.2,-1.69
MM-5394-91674,2023-12-15,2023-12-16,lD-65735,Home Office,West,Furniture,Tables,Meeting Table A2,66.42,1,0.2,-0.83
vq-0404-16014,2025-02-05,2025-02-10,jy-37024,Home Office,Central,Office Supplies,Binders,3-Ring Binder,652.88,2,0.3,-63.74
wm-8490-48115,2023-07-13,2023-07-17,RZ-51220,Home Office,West,Furniture,Chairs,Ergonomic Chair X1,967.98,7,0.0,163.52
ED-3436-78998,2025-05-26,2025-05-28,JX-19369,Consumer,East,Office Supplies,Paper,A4 Copier Paper,218.35,3,0.1,19.53
qG-2591-32533,2024-04-15,2024-04-19,la-12706,Corporate,South,Office Supplies,Pens,Gel Ink Pen,766.85,9,0.2,-9.66
vb-4622-03124,2024-02-16,2024-02-17,eK-19040,Consumer,West,Technology,Accessories,Wireless Keyboard K120,690.28,4,0.2,25.73
OQ-7123-49340,2023-07-31,2023-08-01,VT-41256,Corporate,East,Furniture,Tables,Meeting Table A2,239.22,5,0.1,34.78
WE-6141-31498,2023-07-20,2023-07-22,Gy-49306,Consumer,West,Technology,Phones,Samsung Galaxy A53,329.62,7,0.1,28.47
mq-8224-02203,2024-01-20,2024-01-25,sW-20829,Consumer,Central,Technology,Accessories,Wireless Keyboard K120,248.5,10,0.0,53.03
YF-7659-64411,2025-05-18,2025-05-23,bv-45484,Consumer,East,Furniture,Chairs,Ergonomic Chair X1,267.82,9,0.0,46.06
nD-0656-68865,2023-09-30,2023-10-02,Sn-49387,Home Office,East,Furniture,Chairs,Ergonomic Chair X1,553.27,1,0.2,-3.45
rA-5656-39611,2023-11-04,2023-11-05,Vk-55955,Consumer,Central,Furniture,Tables,Meeting Table A2,915.83,8,0.2,-9.6
Kw-1303-07157,2025-02-06,2025-02-08,ND-74811,Home Office,West,Office Supplies,Paper,Colored Printer Paper,297.2,8,0.2,-13.13
YM-0304-55327,2023-10-06,2023-10-08,cA-36932,Corporate,West,Furniture,Bookcases,Glass Bookcase,925.88,7,0.1,124.52
WQ-7170-23442,2024-11-15,2024-11-17,Ya-38636,Home Office,West,Technology,Laptops,HP Pavilion x360,406.42,3,0.2,0.28
Rz-3136-76903,2024-07-10,2024-07-15,jP-75217,Consumer,East,Furniture,Tables,Meeting Table A2,785.15,6,0.2,37.21
mS-4440-55794,2024-06-10,2024-06-12,kU-30402,Corporate,South,Office Supplies,Pens,Ballpoint Pen,546.68,1,0.0,128.91
sa-3629-68432,2023-12-07,2023-12-08,vR-17147,Corporate,East,Technology,Phones,Apple iPhone SE 2022,239.03,8,0.0,50.26
ig-4339-79253,2024-05-20,2024-05-22,Ah-92076,Home Office,West,Furniture,Chairs,Ergonomic Chair X1,719.54,3,0.3,-50.08
lv-9316-89391,2024-05-18,2024-05-23,Qi-05118,Home Office,East,Furniture,Tables,Meeting Table A2,701.62,4,0.1,85.96
qD-4366-78120,2025-02-25,2025-02-26,vL-03817,Home Office,South,Office Supplies,Paper,A4 Copier Paper,810.85,10,0.2,30.5
FQ-3724-97391,2024-10-27,2024-10-29,yk-34205,Corporate,West,Technology,Phones,Apple iPhone SE 2022,556.07,7,0.3,-31.77
DZ-0852-87585,2024-03-12,2024-03-13,YM-64657,Corporate,Central,Office Supplies,Paper,A4 Copier Paper,391.2,3,0.1,44.13
ca-3832-20430,2023-06-20,2023-06-24,Jq-64115,Home Office,South,Technology,Accessories,Logitech Mouse M325,972.18,7,0.2,43.74
WA-5585-28188,2024-09-26,2024-09-27,ow-10419,Consumer,East,Furniture,Bookcases,Wooden Bookcase,527.69,9,0.1,70.76
BH-7281-13550,2024-01-16,2024-01-19,yQ-27658,Consumer,West,Furniture,Chairs,Executive Chair Z3,424.79,3,0.1,36.82
ZZ-8420-49351,2024-03-01,2024-03-06,MT-41267,Corporate,West,Technology,Laptops,Dell Inspiron 15,193.31,2,0.3,-13.67
OH-3788-29755,2024-03-06,2024-03-11,Ie-38908,Home Office,West,Furniture,Bookcases,Glass Bookcase,203.22,6,0.2,-4.75
AF-2570-02205,2024-05-16,2024-05-21,xt-59153,Corporate,Central,Office Supplies,Pens,Ballpoint Pen,956.75,6,0.3,-76.98
QC-4154-55910,2024-10-20,2024-10-21,qv-34735,Corporate,Central,Office Supplies,Pens,Ballpoint Pen,107.08,2,0.2,0.66
ug-3226-38292,2024-10-26,2024-10-27,Vk-82254,Home Office,Central,Furniture,Tables,Adjustable Table B1,936.53,5,0.1,94.06
bj-4042-65083,2024-11-14,2024-11-18,gc-50056,Corporate,West,Office Supplies,Binders,Heavy-Duty Binder,516.27,6,0.3,-56.84
kE-1727-39632,2025-03-14,2025-03-16,Dv-29318,Consumer,Central,Furniture,Bookcases,Wooden Bookcase,745.75,7,0.2,25.07
Nr-1475-91405,2023-08-28,2023-08-29,Hr-13250,Home Office,South,Furniture,Chairs,Ergonomic Chair X1,144.95,9,0.1,15.29
rd-5915-99477,2023-08-30,2023-08-31,Jq-35911,Consumer,Central,Office Supplies,Binders,Heavy-Duty Binder,632.26,5,0.1,72.27
lw-4031-08143,2023-07-12,2023-07-17,UK-89551,Home Office,Central,Furniture,Chairs,Ergonomic Chair X1,597.14,2,0.2,22.58
